ROW_ID,JOB_TITLE,SOC_CODE,SOC_TITLE,WORKSITE_STATE,NAICS_CODE,FULL_TIME_POSITION,TOTAL_WORKER_POSITIONS,PREVAILING_WAGE,estimated_salary_in_usd,IS_AI
719888,Senior Machine Learning Engineer,15-1252.00,Software Developers,CO,316210,Y,1,169374.0,165000.0,True
479027,Senior Data Scientist,15-2051.00,Data Scientists,NJ,455110,Y,1,135782.0,165000.0,False
83288,"Software Engineer, Mobile AI",15-1252.00,Software Developers,CA,621999,Y,1,135283.0,182000.0,True
500335,Data and AI Customer Success Manager Architect,15-1299.08,Computer Systems Engineers/Architects,NC,54151,Y,1,130416.0,158000.0,True
725569,Sr. Machine Learning Engineer,15-1252.00,Software Developers,MA,312120,Y,1,112986.0,182000.0,True
857725,"Director, Algorithm Developer",11-9121.00,Natural Sciences Managers,CA,33441,Y,1,269277.0,230000.0,True
73425,"Manager, Systems Software",11-3021.00,Computer and Information Systems Managers,CA,334111,Y,25,245706.0,192000.0,False
478417,Senior Engineer (Autonomy - Perception & Prediction),15-1221.00,Computer and Information Research Scientists,MA,5415,Y,1,154066.0,172000.0,True
873540,Sr Quality Engineer,15-1253.00,Software Quality Assurance Analysts and Testers,FL,541511,Y,1,97178.0,98000.0,False
720089,Sector Data Analyst,15-2031.00,Operations Research Analysts,NY,523920,Y,1,87194.0,104000.0,False
549392,Application Engineering Consultant,41-9031.00,Sales Engineers,NY,51121,Y,1,131643.0,112000.0,False
873948,"Senior Development Engineer, System Integration AD",17-2141.02,Automotive Engineers,CA,54171,Y,1,155043.0,168000.0,False
207244,Manager-Analytics & Modeling,13-2051.00,Financial and Investment Analysts,NY,56145,Y,1,143125.0,145000.0,True
483460,"Associate, Quant Analytics Associate Sr",15-2051.01,Business Intelligence Analysts,TX,551112,Y,1,85467.0,132000.0,False
277389,Senior Machine Learning Engineer,15-1252.00,Software Developers,CO,316210,Y,1,169374.0,168000.0,True
320078,Staff Scientist,19-2012,Physicists,CA,611310,Y,1,101837.0,142000.0,False
429337,Software Engineer,15-1252.00,Software Developers,CT,541511,Y,1,98155.0,115000.0,False
244031,Engagement Director AI,15-1299.09,Information Technology Project Managers,TX,541511,Y,1,117666.0,176000.0,True
581891,"Senior Associate, Digital Product Management",15-1299.09,Information Technology Project Managers,NY,522210,Y,1,103730.0,145000.0,False
337149,Global Head of Model Governance and Analytics,11-3021.00,Computer and Information Systems Managers,NY,523150,Y,1,223018.0,310000.0,True
480976,Feature Algorithm Engineer - Perception,17-2072.00,"Electronics Engineers, Except Computer",MA,54133,Y,1,120557.0,138000.0,True
578974,Research Scientist/Engineer (118.469.18) ,15-1221.00,Computer and Information Research Scientists,CA,541512,Y,1,178950.0,168000.0,False
35436,Senior Data Scientist,15-2041.00,Statisticians,NY,524114,Y,1,136219.0,172000.0,False
356899,Software Developer IV,15-1252.00,Software Developers,FL,518210,Y,1,130978.0,128000.0,False
823300,Senior Autonomy Engineer,17-2071.00,Electrical Engineers,IL,333120,Y,1,84302.0,138000.0,True
227808,Senior Data Scientist - ML Automation,15-1252.00,Software Developers,TX,446110,Y,1,139464.0,158000.0,True
122700,Data Scientist,15-2051.01,Business Intelligence Analysts,CA,51929,Y,1,116646.0,158000.0,False
41527,RESEARCH SCIENTIST - AI-MACHINE LEARNING,19-2012.00,Physicists,NY,333611,Y,1,132933.0,142000.0,True
172483,"Senior Accountant, Financial Reporting",13-2011.00,Accountants and Auditors,MA,524210,Y,1,97282.0,112000.0,False
586272,Research Scientist,15-2021.00,Mathematicians,CA,541512,Y,1,99923.0,132000.0,False
296060,AI Machine Learning Scientist,15-2051.00,Data Scientists,CA,522320,Y,1,170186.0,182000.0,True
207434,Systems Integration Engineer,17-2141.00,Mechanical Engineers,NY,333922,Y,1,88670.0,112000.0,False
294389,"Vice President, Predictive Science",13-2051.00,Financial and Investment Analysts,NJ,551112,Y,1,143125.0,210000.0,True
19043,Sr. Applied Machine Learning Engineer,15-2051.00,Data Scientists,IN,524298,Y,1,97157.0,148000.0,True
546091,Generative AI Marketing Manager,11-2021.00,Marketing Managers,NY,54151,Y,1,193898.0,165000.0,True
453631,"Algorithm Engineer, Medical Imaging and Machine Learning",17-2031.00,Bioengineers and Biomedical Engineers,CA,33911,Y,1,129168.0,152000.0,True
670270,"Senior Product Manager, Experimentation and AI",11-2021.00,Marketing Managers,MA,511210,Y,1,168064.0,185000.0,True
358086,"Manager Assistant, Control Management",13-2054.00,Financial Risk Specialists,AZ,522210,Y,1,98197.0,91000.0,False
593188,Computer Vision Scientist II,15-1221.00,Computer and Information Research Scientists,NJ,54189,Y,1,72966.0,157000.0,True
38613,Senior Software Engineer,15-2041.00,Statisticians,CA,561599,Y,1,154669.0,182000.0,False
661579,Lead Systems Analyst,15-1211.00,Computer Systems Analysts,NC,45221,Y,1,127171.0,118000.0,False
571621,AI Culinary Scientist,19-1012.00,Food Scientists and Technologists,NY,311999,Y,1,117166.0,112000.0,True
622314,Cloud Solutions Developer Lead,15-1252.00,Software Developers,TX,33341,Y,1,139464.0,142000.0,False
841051,Marketing Data Science Fellow,15-2051.00,Data Scientists,TN,492110,Y,1,96491.0,98000.0,True
436085,"Associate, Applied Research",15-1221.00,Computer and Information Research Scientists,NY,551112,Y,1,100630.0,158000.0,False
283729,Senior Machine Learning Enigneer,15-2051.01,Business Intelligence Analysts,CA,541511,Y,1,151736.0,205000.0,True
511086,Senior Applied Scientist II,15-1221.00,Computer and Information Research Scientists,MA,454110,Y,1,154066.0,182000.0,True
208444,Senior Machine Learning Engineer,15-1252.00,Software Developers,AZ,522292,Y,1,122866.0,165000.0,True
52014,Lead Machine Learning Engineer,15-1243.00,Database Architects,NJ,515210,Y,1,168854.0,182000.0,True
117301,Electrical Engineer II – Battery Value & Production Support,17-2071.00,Electrical Engineers,WI,333991,Y,1,83970.0,92000.0,False
625153,Staff Machine Learning Engineer,15-1299.08,Computer Systems Engineers/Architects,CA,454110,Y,1,210704.0,265000.0,True
877063,"Assistant Professor, Artificial Intelligence",25-1021.00,"Computer Science Teachers, Postsecondary",AZ,611310,Y,1,78627.0,104000.0,True
611920,Digital Sr Dev Engineer II,15-1252.00,Software Developers,AZ,446110,Y,1,143416.0,132000.0,False
436193,Machine Learning Engineer,15-2051.00,Data Scientists,NY,5418,Y,1,163238.0,165000.0,True
369980,Staff Machine Learning Engineer,15-1252.00,Software Developers,CA,454110,Y,1,181088.0,285000.0,True
39334,Statisticians - KBGFJG06854-10,15-2041.00,Statisticians,WA,541211,Y,1,112008.0,112000.0,False
491708,"Senior Analyst, Data Science",15-2051.00,Data Scientists,TX,423430,Y,1,88275.0,132000.0,True
52647,Sr. Software Engineer,15-1295.00,"Software Developers, Non R&D",TN,622310,Y,1,78666.0,132000.0,False
60889,"Associate, Accelerated Intelligence",15-2031.00,Operations Research Analysts,MA,541910,Y,1,58282.0,104000.0,True
295241,"Vice President, Model Development II",13-2054.00,Financial Risk Specialists,NY,523150,Y,1,121742.0,210000.0,True
439513,"Associate, Applied AI MI",15-2041,Statisticians,OH,551112,Y,1,79352.0,115000.0,True
23210,"Staff Software Engineer, A.I. and Machine Learning",15-1252.00,Software Developers,MI,522390,Y,1,123781.0,185000.0,True
503506,AI/ML Computational Science Specialist,15-1211,Computer Systems Analysts,NJ,5416,Y,1,93808.0,142000.0,True
447281,Data Scientist III,15-2051.00,Data Scientists,TX,455110,Y,1,85467.0,132000.0,False
106173,Automation Engineer,17-2071.00,Electrical Engineers,CA,541511,Y,1,81682.0,118000.0,False
688354,Senior QA Engineer in Machine Learning at Vertica - 248318-1,15-1253.00,Software Quality Assurance Analysts and Testers,NJ,541511,Y,1,121285.0,137000.0,True
606209,Researcher II - Electrical Engineering,17-2074.00,"Electrical Engineers, R&D",CO,5417,Y,1,59322.0,104000.0,False
10403,Senior Intelligent Automation Lead,15-1299.09,Information Technology Project Managers,CO,334513,Y,1,162594.0,138000.0,True
102227,"Product Manager – Data, TikTok Commerce",15-2051.00,Data Scientists,CA,519130,Y,1,232690.0,182000.0,False
441804,Applied Machine Learning Manager,11-3021.00,Computer and Information Systems Managers,IL,811310,Y,1,164986.0,168000.0,True
448082,Machine Learning Scientist,15-2051.00,Data Scientists,MN,449210,Y,1,79851.0,142000.0,True
405774,Staff Machine Learning Engineer,15-1252.00,Software Developers,CA,45411,Y,1,215197.0,265000.0,True
134306,Researcher III - Model Engineering,17-2074.00,"Electrical Engineers, R&D",CO,5417,Y,1,72675.0,118000.0,True
598803,Sr. ML Scientist,15-2031.00,Operations Research Analysts,TX,522320,Y,1,90355.0,182000.0,True
882169,Technology Consultant I,15-1252.00,Software Developers,MI,524114,Y,1,123781.0,92000.0,False
789683,RF Engineer,17-2071.00,Electrical Engineers,TX,5416,Y,1,82722.0,112000.0,False
88571,Principal Data Scientist,15-2051.00,Data Scientists,WA,522292,Y,1,142501.0,210000.0,False
110973,NETWORK SECURITY ENGINEER,15-1212.00,Information Security Analysts,NY,54151,Y,1,139672.0,118000.0,False
886310,Software Developer,15-1252.00,Software Developers,NC,541511,Y,1,110365.0,112000.0,False
819405,Mechanical Engineer,17-2141.00,Mechanical Engineers,MI,333514,Y,1,87589.0,92000.0,False
637731,Researcher - Intelligent Machine ToolGroup,17-2112.03,Manufacturing Engineers,TN,54171,Y,1,79872.0,104000.0,True
229452,Sr. Data Science & Advanced Analytics Manager ,15-2041,Statisticians,PA,541618,Y,1,81078.0,148000.0,False
73010,CLINICAL DATA MANAGER,15-2051.02,Clinical Data Managers,CA,541511,Y,1,151736.0,132000.0,False
564381,Staff Computer Vision Engineer,15-2051.00,Data Scientists,UT,561621,Y,1,100984.0,185000.0,True
612328,Financial and Investment Analysts - KBGFJG271005-1,13-2051.00,Financial and Investment Analysts,CA,541211,Y,1,83741.0,118000.0,False
379389,"Staff Solution Architect, AI Solution Architect",15-1299.09,Information Technology Project Managers,NC,541511,Y,1,75816.0,176000.0,True
194814,Sr. iOS DEVELOPER,15-1252.00,Software Developers,VA,541511,Y,1,114026.0,145000.0,False
790119,Staff Machine Learning Engineer,15-1221.00,Computer and Information Research Scientists,CA,455219,Y,1,257421.0,285000.0,True
825117,Postdoctoral Research Scientist - HPC and AI,15-1221.00,Computer and Information Research Scientists,TN,54171,Y,1,77667.0,92000.0,True
824712,PROGRAM MANAGER - AI & DATA SCIENCE,15-1299.09,Information Technology Project Managers,DE,541511,Y,1,138570.0,142000.0,True
699585,Sr. Product Engineer,17-2199.05,Mechatronics Engineers,MI,336330,Y,1,85218.0,112000.0,False
522652,Senior Applied Machine Learning Scientist,15-2051.00,Data Scientists,IL,811310,Y,1,131498.0,172000.0,True
492050,AI Software Engineer  ,15-1252.00,Software Developers,NJ,513210,Y,1,89253.0,152000.0,True
810331,Cloud Data Engineer,15-2051.00,Data Scientists,TX,524298,Y,1,92914.0,124000.0,False
364833,Ai Network Architect,15-1241.00,Computer Network Architects,TN,541511,Y,1,95597.0,142000.0,True
136743,Software Engineer,15-1252.00,Software Developers,WA,541512,Y,1,155418.0,158000.0,False
276490,Custom Software Engineering Senior Mgr,15-1299.09,Information Technology Project Managers,CA,5416,Y,1,110448.0,165000.0,False
712310,"Engineer II, Product Operations Software Support",17-2199.08,Robotics Engineers,NY,541330,Y,1,74006.0,118000.0,False
808572,Machine Learning Specialist L1,15-1251.00,Computer Programmers,TX,541511,Y,1,85530.0,104000.0,True
622999,Senior Statistical Programmer,15-2041.00,Statisticians,PA,511210,Y,1,81078.0,132000.0,False
168141,"Engineer 5, Software Development & Engineering",15-1252.00,Software Developers,NJ,516210,Y,1,140046.0,142000.0,False
769491,Software Engineer III,15-1252.00,Software Developers,IL,51319,Y,1,106558.0,138000.0,False
825121,Intelligent Systems Engineer,17-2071.00,Electrical Engineers,TX,541512,Y,1,136802.0,112000.0,True
352274,Lead Conversational Architect,15-1251.00,Computer Programmers,CA,511210,Y,1,146661.0,176000.0,True
715597,Senior Physical Design Engineer,17-2072.00,"Electronics Engineers, Except Computer",MA,334111,Y,1,128253.0,152000.0,False
308805,STAFF SOFTWARE ENGINEER,15-1252,SOFTWARE DEVELOPERS,CA,541613,Y,1,181272.0,230000.0,False
358648,Senior Manager Data Science,15-2051.00,Data Scientists,IL,522210,Y,1,131498.0,165000.0,True
336266,Gen AI Analyst,15-1253.00,Software Quality Assurance Analysts and Testers,DE,541511,Y,1,80475.0,112000.0,True
724666, Director Manager – Analytics & Modeling,15-2031.00,Operations Research Analysts,CA,541330,Y,1,127046.0,176000.0,True
105918,"Engineer II, Machine Learning",17-2072.00,"Electronics Engineers, Except Computer",TX,425110,Y,1,103813.0,132000.0,True
547572,Senior Cloud Architect,15-1252.00,Software Developers,NY,561110,Y,1,169229.0,195000.0,False
80093,Sr. Manufacturing Conjugation Chemist,19-2031.00,Chemists,MA,541714,Y,1,91790.0,112000.0,False
372709,ML Engineer,15-1252.00,Software Developers,TN,54151,Y,1,70470.0,128000.0,True
396406,LEAD INVENTIVE SCIENTIST,15-1221.00,Computer and Information Research Scientists,NJ,517410,Y,1,72966.0,168000.0,False
618102,Senior Quantitative Engineer,15-2041.00,Statisticians,CT,523120,Y,1,176010.0,225000.0,False
733196,Software Manager,11-3021.00,Computer and Information Systems Managers,CA,334111,Y,50,221884.0,195000.0,False
38580,"SMTS, AI Research",15-2051.00,Data Scientists,CA,541511,Y,30,232690.0,232000.0,True
512682,Machine Learning Quality Engineer (SW Quality Engineer),15-1253.00,Software Quality Assurance Analysts and Testers,CA,541511,Y,20,123283.0,142000.0,True
42934,Senior Algorithm Engineer,17-2141.00,Mechanical Engineers,MI,33632,Y,1,98426.0,118000.0,True
623307,Software Development Engineer II,15-1252.00,Software Developers,NJ,513130,Y,1,115918.0,142000.0,False
507709,Data Scientist,15-2051.00,Data Scientists,TX,423730,Y,1,61526.0,112000.0,False
653990,Data Engineer III,15-2041.00,Statisticians,MA,45411,Y,10,112258.0,142000.0,False
146651,Sr Data Scientist,15-2041.00,Statisticians,RI,446110,Y,1,105830.0,142000.0,False
889054,"Software Engineer, Machine Learning",15-1299.00,"Computer Occupations, All Other",CA,519290,Y,1,181813.0,192000.0,True
575440,Software Engineer,15-1252.00,Software Developers,NY,541512,Y,1,115918.0,145000.0,False
452044,SENIOR MANAGER - ML ARCHITECT,15-1252.00,Software Developers,IL,518210,Y,1,123614.0,168000.0,True
811947,Engagement Manager - AI and Data Analytics,15-2051.00,Data Scientists,NJ,5619,Y,1,111966.0,148000.0,True
491920,AI/ML Engineer,15-1252.00,Software Developers,MA,52399,Y,1,90646.0,155000.0,True
804897,Postdoc Research Assoc-Advanced Computing for Chem & Mtrls,15-1221.00,Computer and Information Research Scientists,TN,54171,Y,1,77667.0,78000.0,False
432774,ETS Eng II-DataEng (AI/ML),15-1243.00,Database Architects,VA,522130,Y,1,102482.0,138000.0,True
480659,Perception and Machine Learning Engineer,15-1252.00,Software Developers,PA,333111,Y,1,85051.0,132000.0,True
752621,Fullstack Developer,15-1252.00,Software Developers,UT,541511,Y,1,61693.0,118000.0,False
122640,"Vice President, Applied AI ML Lead",15-1252.00,Software Developers,CA,551112,Y,1,109780.0,260000.0,True
743475,Principal Application Developer,15-1252.00,Software Developers,NJ,518210,Y,1,142563.0,165000.0,False
121367,Machine Learning Engineer (NLP/CV/Multimodal),15-2051.00,Data Scientists,CA,54151,Y,1,107682.0,182000.0,True
360598,Senior Machine Learning Engineer,15-1252.00,Software Developers,TX,71399,Y,1,120328.0,165000.0,True
804754,Lead Machine Learning Engineer,15-2051.00,Data Scientists,MD,445310,Y,1,138798.0,178000.0,True
616888,Senior Machine Learning Engineer,15-2051.00,Data Scientists,WA,621999,Y,1,142501.0,192000.0,True
197500,"Vice President, Data Science",15-1299.09,Information Technology Project Managers,NY,541511,Y,1,128960.0,210000.0,True
75505,Lead Modeler,15-2031.00,Operations Research Analysts,IL,522210,Y,1,100214.0,132000.0,True
311084,Sr. Data Scientist,15-2051.00,Data Scientists,CO,54151,Y,1,136885.0,148000.0,False
308773,Robotics Controls Researcher,17-2199.08,Robotics Engineers,NY,541715,Y,1,141003.0,132000.0,False
610468,Senior Data Engineer,15-2051.00,Data Scientists,VA,54121,Y,1,102274.0,155000.0,False
660515,"Sr. Director of Product Management, Generative AI",15-1299.05,Information Security Engineers,WA,541511,Y,1,142126.0,310000.0,True
423318,"Head of Customer & Patient Engagement, Business Excellence",15-2051.01,Business Intelligence Analysts,MD,32541,Y,1,149594.0,168000.0,False
17811,Senior Machine Learning Engineer - Smart Code,15-2051.00,Data Scientists,CA,54151,Y,1,295194.0,195000.0,True
868108,Sr. Manager-Data Science,11-3021.00,Computer and Information Systems Managers,MI,722513,Y,1,139027.0,165000.0,True
475297,Data Science,15-2051.00,Data Scientists,WA,513210,Y,1,110864.0,142000.0,False
712485,Data and Policy Analyst I,19-4061.00,Social Science Research Assistants,TX,541720,Y,1,36234.0,64000.0,False
627619,Associate Data Science Analyst,15-2051.00,Data Scientists,MN,611310,Y,1,65312.0,82000.0,False
367300,Research Scientist II,15-1221.00,Computer and Information Research Scientists,MA,541715,Y,1,154066.0,152000.0,False
563192,Applied Scientist II,15-1221.00,Computer and Information Research Scientists,CA,45411,Y,10,121410.0,158000.0,False
615680,Business Operations Associate,15-2031.00,Operations Research Analysts,CA,541511,Y,1,89128.0,98000.0,False
462026,Senior Model Architect [00066993],15-2041.00,Statisticians,VA,511210,Y,1,102419.0,168000.0,True
626267,SOFTWARE DEVELOPMENT ENGINEER II,15-1252.00,Software Developers,NY,454110,Y,1,115918.0,155000.0,False
593673,"Senior Product Manager - Al Platform, Monetization",15-1299.09,Information Technology Project Managers,CA,54151,Y,1,210704.0,190000.0,True
697568,Algorithm Engineer,15-2041.00,Statisticians,CA,541990,Y,1,143770.0,158000.0,True
358697,Senior Machine Learning and Generative AI Engineer,41-9031.00,Sales Engineers,NY,518210,Y,1,167066.0,185000.0,True
595848,Research Engineer - Autonomous Systems,17-2199.08,Robotics Engineers,NY,541715,Y,1,96013.0,132000.0,True
530940,Machine Learning Engineer II,15-2041.00,Statisticians,MA,453910,Y,1,94723.0,142000.0,True
64903,Applications Consultant 2,15-1252.00,Software Developers,IL,541512,Y,1,102690.0,118000.0,False
340409,AI/ML Engineer,15-1299.05,Information Security Engineers,VA,541512,Y,1,103938.0,142000.0,True
