BLOCK_ID,n_ai_rows,n_other_rows,mean_ai_overestimation_pct_points,mean_other_overestimation_pct_points,delta_pct_points_ai_minus_other,median_ai_overestimation_pct_points,median_other_overestimation_pct_points,mean_ai_overestimation_usd,mean_other_overestimation_usd,delta_usd_ai_minus_other,mean_ai_confidence,mean_other_confidence,harmonic_weight
11-3021.00||CT||54||Y||IV,1,1,35.286044837515426,-23.820538810349426,59.10658364786485,35.286044837515426,-23.820538810349426,68624.3,-44651.6,113275.9,0.95,0.1,0.5
11-3021.00||FL||44||Y||IV,1,1,-18.505313468936148,-39.050973446384006,20.54565997744786,-18.505313468936148,-39.050973446384006,-38356.333333333336,-73720.81818181818,35364.48484848484,0.85,0.05,0.5
11-3021.00||GA||42||Y||IV,1,1,-29.560014079549454,-29.667800852594937,0.10778677304548268,-29.560014079549454,-29.667800852594937,-62985.0,-63214.666666666664,229.66666666666424,0.85,0.1,0.5
11-3021.00||IL||52||Y||II,1,1,-17.309937862296174,54.95951634447818,-72.26945420677436,-17.309937862296174,54.95951634447818,-24904.5,79072.45454545454,-103976.95454545454,0.95,0.15,0.5
11-3021.00||IL||52||Y||IV,1,1,8.940812859857731,-27.228837126311717,36.169649986169446,8.940812859857731,-27.228837126311717,18130.090909090908,-55214.36363636364,73344.45454545454,0.85,0.1,0.5
11-3021.00||IL||54||Y||II,1,1,6.776832506220721,-22.043883305299545,28.820715811520266,6.776832506220721,-22.043883305299545,9750.1,-31715.416666666668,41465.51666666667,0.85,0.05,0.5
11-3021.00||MI||33||Y||II,1,1,-11.208617289860083,-15.426443202979517,4.217825913119434,-11.208617289860083,-15.426443202979517,-15454.777777777777,-19053.2,3598.4222222222234,0.85,0.1,0.5
11-3021.00||NC||52||Y||IV,1,1,-32.92072792430959,-1.5233751444353176,-31.39735277987427,-32.92072792430959,-1.5233751444353176,-71693.44444444444,-3317.5454545454545,-68375.89898989898,0.85,0.1,0.5
11-3021.00||NJ||54||Y||III,2,2,-10.93313908348651,-39.919220300658935,28.986081217172426,-10.93313908348651,-39.919220300658935,-24451.090909090908,-88465.86363636365,64014.772727272735,0.8999999999999999,0.125,1.0
11-3021.00||NY||51||Y||II,3,3,-25.833942468934087,-29.637940548365368,3.803998079431281,-22.44748892806467,-34.59805112439266,-48065.6,-55143.166666666664,7077.566666666666,0.9499999999999998,0.11666666666666665,1.5
11-3021.00||NY||51||Y||III,1,1,-34.235171489354514,-18.08112150919138,-16.154049980163133,-34.235171489354514,-18.08112150919138,-76564.22222222222,-29252.0,-47312.22222222222,0.85,0.15,0.5
11-3021.00||NY||51||Y||IV,2,2,-15.030758342860256,-36.984397966683,21.953639623822742,-15.030758342860256,-36.984397966683,-39267.555555555555,-96621.0,57353.444444444445,0.8999999999999999,0.07500000000000001,1.0
11-3021.00||NY||52||Y||II,1,1,-26.53566668099927,17.78179199224476,-44.31745867324403,-26.53566668099927,17.78179199224476,-49371.2,33084.09090909091,-82455.29090909091,0.85,0.15,0.5
11-3021.00||NY||52||Y||III,1,1,-2.593833000956883,5.07865248924621,-7.672485490203092,-2.593833000956883,5.07865248924621,-5800.9,11358.0,-17158.9,0.85,0.15,0.5
11-3021.00||NY||54||Y||II,1,1,-19.18024680741282,-28.484793108884777,9.304546301471955,-19.18024680741282,-28.484793108884777,-35686.0,-52997.666666666664,17311.666666666664,0.85,0.05,0.5
11-3021.00||NY||54||Y||III,1,1,16.793804383791958,-24.334990677439404,41.12879506123136,16.793804383791958,-24.334990677439404,37558.0,-40721.2,78279.2,0.95,0.1,0.5
11-3021.00||NY||54||Y||IV,1,1,10.961500183733463,-42.230197151574544,53.19169733530801,10.961500183733463,-42.230197151574544,28636.7,-110325.54545454546,138962.24545454545,0.85,0.1,0.5
11-3021.00||PA||51||Y||IV,1,1,-24.465533250795897,-34.961676212892165,10.496142962096268,-24.465533250795897,-34.961676212892165,-52313.181818181816,-74756.45454545454,22443.272727272728,0.95,0.1,0.5
11-3021.00||TX||44||Y||IV,1,1,-29.80968891181218,-29.895403792936676,0.08571488112449543,-29.80968891181218,-29.895403792936676,-62419.7,-62599.181818181816,179.4818181818191,0.85,0.1,0.5
11-3021.00||TX||54||Y||II,2,2,-13.000030978541009,-16.807656686131597,3.8076257075905886,-13.000030978541009,-16.807656686131597,-19976.481060606064,-24145.227272727272,4168.746212121208,0.8999999999999999,0.125,1.0
11-3021.00||TX||54||Y||III,2,2,35.95839191944518,-8.770901421868494,44.72929334131367,35.95839191944518,-8.770901421868494,65830.70000000001,-15393.25378787879,81223.9537878788,0.95,0.1,1.0
11-3021.00||TX||54||Y||IV,1,1,-35.857441548948934,-30.739609098404383,-5.117832450544551,-35.857441548948934,-30.739609098404383,-76202.08333333333,-63382.0,-12820.083333333328,0.85,0.1,0.5
11-3021.00||VA||51||Y||II,1,1,-19.252200345950346,-27.419299450549453,8.167099104599107,-19.252200345950346,-27.419299450549453,-33637.444444444445,-47907.0,14269.555555555555,0.85,0.1,0.5
11-3021.00||WA||45||Y||III,1,1,1.4228659990462564,-38.77471937933311,40.19758537837937,1.4228659990462564,-38.77471937933311,3447.8888888888887,-93958.9,97406.78888888888,0.85,0.1,0.5
11-3021.00||WA||51||Y||II,2,2,-29.50971991195793,-29.305474982701654,-0.20424492925627646,-29.50971991195793,-29.305474982701654,-58544.333333333336,-58139.13181818182,-405.2015151515152,0.85,0.1,1.0
11-3021.00||WA||51||Y||III,3,3,-9.808780692756441,-14.636554945890298,4.827774253133857,-5.317532372253401,-6.162223506107624,-25153.374074074072,-32940.166666666664,7786.792592592592,0.9166666666666666,0.10000000000000002,1.5
11-3021||CA||51||Y||II,1,1,-18.847702255874683,-23.702130100872804,4.854427844998121,-18.847702255874683,-23.702130100872804,-31060.636363636364,-39060.63636363636,7999.999999999996,0.95,0.05,0.5
11-3051.01||CA||33||Y||II,1,1,-5.207568020963437,-22.152808390272572,16.945240369309133,-5.207568020963437,-22.152808390272572,-7560.555555555556,-32162.333333333332,24601.777777777777,0.85,0.0,0.5
11-9041.00||CA||33||Y||III,1,1,-37.622841305828445,-36.97879451470903,-0.6440467911194148,-37.622841305828445,-36.97879451470903,-81252.54545454546,-81392.54545454546,140.0,0.85,0.05,0.5
11-9041.00||CA||33||Y||IV,1,1,-12.775608252424526,5.199012860897657,-17.974621113322183,-12.775608252424526,5.199012860897657,-31837.454545454544,12956.2,-44793.65454545454,0.85,0.05,0.5
11-9041.00||CA||51||Y||IV,2,2,0.6885795820608545,-21.958825732496006,22.64740531455686,0.6885795820608545,-21.958825732496006,1715.9747474747473,-54722.49166666666,56438.46641414141,0.85,0.05,1.0
11-9041.00||CA||54||Y||I,1,1,47.16516623777293,48.165484870782876,-1.0003186330099467,47.16516623777293,48.165484870782876,71546.72727272728,72002.58333333333,-455.85606060604914,0.85,0.05,0.5
11-9041.00||CA||54||Y||II,1,1,17.932481546704633,-30.112566716152376,48.04504826285701,17.932481546704633,-30.112566716152376,38288.0,-55024.09090909091,93312.09090909091,0.95,0.05,0.5
11-9041.00||TX||54||Y||IV,1,1,24.304997330422406,10.07658023573205,14.228417094690355,24.304997330422406,10.07658023573205,52060.818181818184,21583.833333333332,30476.98484848485,0.95,0.05,0.5
13-1081.02||AR||45||Y||III,1,1,34.30712650976969,13.891733142834463,20.415393366935227,34.30712650976969,13.891733142834463,28814.555555555555,11667.666666666666,17146.88888888889,0.85,0.15,0.5
13-1081.02||AR||45||Y||IV,1,1,29.931169498838674,17.171821495129766,12.759348003708908,29.931169498838674,17.171821495129766,28980.555555555555,16626.444444444445,12354.11111111111,0.85,0.15,0.5
13-1082.00||NY||51||Y||IV,1,1,4.502816200675829,10.603449683695324,-6.100633483019495,4.502816200675829,10.603449683695324,6767.777777777777,15937.09090909091,-9169.313131313133,0.95,0.0,0.5
13-1111.00||CA||54||Y||II,1,1,-0.44992340846440276,16.879421860041564,-17.329345268505968,-0.44992340846440276,16.879421860041564,-492.90909090909093,14457.9,-14950.80909090909,0.85,0.05,0.5
13-1111.00||FL||54||Y||IV,2,2,5.9003388916052675,0.4619666471768573,5.43837224442841,5.9003388916052675,0.4619666471768573,6999.1,-123.625,7122.725,0.85,0.05,1.0
13-1111.00||GA||54||Y||IV,2,2,-7.085907285928793,-20.174391511632077,13.088484225703283,-7.085907285928793,-20.174391511632077,-9883.777777777777,-28140.25,18256.472222222223,0.85,0.025,1.0
13-1111.00||IL||54||Y||IV,1,1,-15.222551739124878,-14.230707888602627,-0.9918438505222511,-15.222551739124878,-14.230707888602627,-23816.9,-21089.909090909092,-2726.9909090909096,0.85,0.15,0.5
13-1111.00||NJ||54||Y||IV,1,1,-11.87647227808101,-23.571706725398194,11.695234447317183,-11.87647227808101,-23.571706725398194,-18603.9,-36923.9,18320.0,0.85,0.05,0.5
13-1111.00||NY||52||Y||IV,1,1,-16.82149522175323,66.502717493812,-83.32421271556524,-16.82149522175323,66.502717493812,-26860.9,104173.18181818182,-131034.08181818182,0.85,0.05,0.5
13-1111.00||NY||54||Y||II,1,1,9.030639942284479,10.203537099604516,-1.1728971573200369,9.030639942284479,10.203537099604516,9194.636363636364,10388.833333333334,-1194.19696969697,0.85,0.05,0.5
13-1111.00||TX||54||Y||IV,1,1,-0.51674017513746,-17.114143505608826,16.597403330471366,-0.51674017513746,-17.114143505608826,-671.3333333333334,-22234.18181818182,21562.848484848488,0.85,0.05,0.5
13-1111.00||WA||51||Y||IV,1,1,-8.83238303344828,-18.336681627294144,9.504298593845864,-8.83238303344828,-18.336681627294144,-13796.888888888889,-28643.363636363636,14846.474747474747,0.95,0.05,0.5
13-1161.00||IL||51||Y||III,1,1,24.61357735314622,13.521993630985458,11.091583722160761,24.61357735314622,13.521993630985458,20381.272727272728,11016.90909090909,9364.363636363638,0.85,0.05,0.5
13-1161.00||IL||54||Y||II,1,1,47.00160452008393,16.897671248321597,30.103933271762333,47.00160452008393,16.897671248321597,31157.363636363636,10990.583333333334,20166.780303030304,0.85,0.1,0.5
13-2051.00||NY||52||Y||IV,1,1,-24.065264004288395,64.05581207410475,-88.12107607839314,-24.065264004288395,64.05581207410475,-43098.0,114716.27272727272,-157814.2727272727,0.85,0.0,0.5
13-2099.01||CA||52||Y||II,2,2,114.49042674126018,35.77338360231022,78.71704313894996,114.49042674126018,35.77338360231022,89635.70000000001,31487.772727272728,58147.927272727284,0.85,0.1,1.0
13-2099.01||CA||52||Y||IV,1,1,109.47750062510241,7.821981209144226,101.65551941595818,109.47750062510241,7.821981209144226,126973.1,9522.636363636364,117450.46363636364,0.85,0.15,0.5
13-2099.01||IL||52||Y||IV,1,1,102.55671317095549,28.160735653141998,74.39597751781349,102.55671317095549,28.160735653141998,127627.72727272728,35044.90909090909,92582.81818181819,0.85,0.05,0.5
13-2099.01||NJ||52||Y||IV,1,1,-4.102908554892426,-3.5579451223623,-0.5449634325301256,-4.102908554892426,-3.5579451223623,-6735.909090909091,-4222.0,-2513.909090909091,0.85,0.15,0.5
15-1211.00||CO||51||Y||IV,1,1,-7.8594381387138155,-24.12916004478091,16.269721906067094,-7.8594381387138155,-24.12916004478091,-11397.6,-30820.9,19423.300000000003,0.85,0.15,0.5
15-1211.00||UT||54||Y||III,1,1,6.852057580513381,14.058556255033004,-7.206498674519623,6.852057580513381,14.058556255033004,6476.222222222223,13287.444444444445,-6811.222222222223,0.85,0.1,0.5
15-1211.00||VA||54||Y||III,1,1,1.1395476246380218,-22.455977757182573,23.595525381820597,1.1395476246380218,-22.455977757182573,1213.3333333333333,-29076.0,30289.333333333332,0.95,0.15,0.5
15-1211||NJ||54||Y||III,1,1,-5.597481805177861,-11.81130829809642,6.213826492918559,-5.597481805177861,-11.81130829809642,-7121.9,-15028.0,7906.1,0.95,0.1,0.5
15-1212.00||CA||54||Y||II,1,1,-20.068985544656687,-15.945450044414674,-4.1235355002420135,-20.068985544656687,-15.945450044414674,-31098.9,-21899.8,-9199.100000000002,0.95,0.05,0.5
15-1221.00||CA||33||Y||II,1,1,19.25262920992926,9.275654668986908,9.976974540942352,19.25262920992926,9.275654668986908,31651.9,15249.454545454546,16402.445454545457,0.85,0.15,0.5
15-1221.00||CA||45||Y||I,1,1,23.98032644448582,21.047281603974955,2.9330448405108633,23.98032644448582,21.047281603974955,23183.7,20348.090909090908,2835.6090909090926,0.95,0.1,0.5
15-1221.00||CA||45||Y||II,1,1,20.928505507254073,23.772735843683453,-2.84423033642938,20.928505507254073,23.772735843683453,34407.09090909091,39083.09090909091,-4676.0,0.95,0.15,0.5
15-1221.00||CA||51||Y||I,2,2,21.24584885127595,21.74306251566023,-0.4972136643842795,21.24584885127595,21.74306251566023,29935.181818181816,27768.500000000004,2166.6818181818126,0.95,0.1,1.0
15-1221.00||CA||51||Y||II,1,1,36.54927221522722,29.714238791262936,6.835033423964283,36.54927221522722,29.714238791262936,60088.1,48851.1,11237.0,0.98,0.1,0.5
15-1221.00||CA||51||Y||III,1,1,8.535718709567755,14.12798161841111,-5.592262908843356,8.535718709567755,14.12798161841111,17164.81818181818,24246.583333333332,-7081.765151515152,0.85,0.1,0.5
15-1221.00||CA||51||Y||IV,1,1,-9.181135367706487,-3.6298756787608055,-5.551259688945681,-9.181135367706487,-3.6298756787608055,-21831.454545454544,-7589.416666666667,-14242.037878787876,1.0,0.15,0.5
15-1221.00||CA||54||Y||I,1,1,135.073787587286,23.374944474184765,111.69884311310125,135.073787587286,23.374944474184765,130586.63636363637,20522.5,110064.13636363637,1.0,0.1,0.5
15-1221.00||CA||54||Y||II,2,2,38.60104784347807,-7.582531577419842,46.183579420897914,38.60104784347807,-7.582531577419842,55093.13636363637,-16907.5,72000.63636363637,0.915,0.1,1.0
15-1221.00||CA||54||Y||III,1,1,11.586984199920545,21.430943765623084,-9.843959565702539,11.586984199920545,21.430943765623084,17605.727272727272,36780.0,-19174.272727272728,0.85,0.15,0.5
15-1221.00||CA||54||Y||IV,1,1,4.987131286114407,19.95605173011731,-14.968920444002903,4.987131286114407,19.95605173011731,11858.7,36722.72727272727,-24864.02727272727,0.85,0.15,0.5
15-1221.00||IL||51||Y||II,1,1,28.64074435956653,36.19392876176941,-7.553184402202884,28.64074435956653,36.19392876176941,25795.0,32597.7,-6802.700000000001,0.85,0.15,0.5
15-1221.00||MA||33||Y||II,1,1,34.79818199572129,-14.452157548534855,49.25033954425615,34.79818199572129,-14.452157548534855,49891.545454545456,-20720.636363636364,70612.18181818182,0.85,0.15,0.5
15-1221.00||NM||54||Y||II,1,1,-34.51350401255759,-30.916122914925204,-3.597381097632386,-34.51350401255759,-30.916122914925204,-55248.181818181816,-49560.4,-5687.781818181815,0.85,0.15,0.5
15-1221.00||NY||54||Y||II,2,2,11.45344680139462,63.32244517032198,-51.86899836892736,11.45344680139462,63.32244517032198,16935.86818181818,93633.0,-76697.13181818182,0.95,0.3,1.0
15-1221.00||NY||54||Y||III,3,3,9.151447819787228,-3.9374147781830193,13.088862597970246,9.131242862660077,14.276476257652524,16996.343434343435,-7312.684848484849,24309.028282828283,0.85,0.13333333333333333,1.5
15-1221.00||TN||54||Y||II,4,4,33.90858623530598,27.00941344791271,6.899172787393272,34.91340583253912,27.769671342493922,26900.621464646465,21589.704545454544,5310.916919191921,0.9624999999999999,0.125,2.0
15-1221.00||TX||54||Y||II,1,1,33.341048197793036,1.1129664632852465,32.22808173450779,33.341048197793036,1.1129664632852465,30395.7,1136.4166666666667,29259.283333333333,0.95,0.05,0.5
15-1241.00||CA||51||Y||III,1,1,31.376873390568196,15.344251193189146,16.032622197379048,31.376873390568196,15.344251193189146,58378.555555555555,28548.9,29829.655555555553,0.95,0.05,0.5
15-1242.00||MA||54||Y||IV,1,1,-5.964520589260605,1.3328592583903933,-7.297379847650999,-5.964520589260605,1.3328592583903933,-8459.777777777777,1818.1,-10277.877777777778,0.85,0.1,0.5
15-1242.00||TX||52||Y||III,1,1,2.3255460588793926,-1.6204128891746146,3.945958948054007,2.3255460588793926,-1.6204128891746146,2720.8888888888887,-1796.4545454545455,4517.343434343435,0.95,0.15,0.5
15-1243.00||CA||54||Y||II,1,1,-2.139182692307692,2.7348708284388707,-4.874053520746562,-2.139182692307692,2.7348708284388707,-2669.7,3236.2,-5905.9,0.95,0.15,0.5
15-1243.00||IN||33||Y||IV,1,1,-20.361756770685798,-17.26025235161056,-3.101504419075237,-20.361756770685798,-17.26025235161056,-31387.444444444445,-27460.88888888889,-3926.5555555555547,0.85,0.15,0.5
15-1243.00||MA||54||Y||IV,1,1,-19.72210551145117,-25.98659423227655,6.26448872082538,-19.72210551145117,-25.98659423227655,-36484.90909090909,-48073.9,11588.990909090913,0.85,0.05,0.5
15-1243.00||NC||52||Y||IV,1,1,-20.67885028324561,-24.331451497415916,3.652601214170307,-20.67885028324561,-24.331451497415916,-32293.333333333332,-37997.454545454544,5704.121212121212,0.85,0.05,0.5
15-1243.00||PA||54||Y||II,3,3,7.756926088129819,-8.300568847546634,16.057494935676452,6.475522565668191,-6.0252901218515635,7952.633333333334,-9778.983164983165,17731.6164983165,0.85,0.15,1.5
15-1243.00||TX||54||Y||II,1,1,2.5864842335016536,1.3158151993274287,1.2706690341742248,2.5864842335016536,1.3158151993274287,2645.818181818182,1346.0,1299.818181818182,0.85,0.15,0.5
15-1243.00||TX||54||Y||III,1,1,-11.519396842448636,-2.028734578055894,-9.490662264392743,-11.519396842448636,-2.028734578055894,-15655.666666666666,-2584.181818181818,-13071.484848484848,0.85,0.05,0.5
15-1251.00||CA||54||Y||II,3,3,2.1774435592759143,3.65576887161493,-1.4783253123390159,7.681862460518159,-5.818011933745635,1390.4410774410771,991.0888888888888,399.3521885521883,0.9499999999999998,0.08333333333333333,1.5
15-1251.00||CA||54||Y||III,1,1,-7.345513164965072,-1.0087908093475284,-6.336722355617544,-7.345513164965072,-1.0087908093475284,-9569.0,-1054.6,-8514.4,0.95,0.1,0.5
15-1251.00||MO||54||Y||II,1,1,14.798487045779464,2.8805013010789184,11.917985744700545,14.798487045779464,2.8805013010789184,12789.444444444445,2489.4444444444443,10300.0,0.95,0.1,0.5
15-1251.00||NC||54||Y||III,1,1,37.02148550306111,24.837092240948753,12.184393262112355,37.02148550306111,24.837092240948753,32049.5,23056.272727272728,8993.227272727272,0.95,0.1,0.5
15-1251.00||NJ||54||Y||I,1,1,10.905720480766657,19.3684137734115,-8.462693292644843,10.905720480766657,19.3684137734115,8148.1,14470.916666666666,-6322.816666666666,0.95,0.15,0.5
15-1251.00||TX||54||Y||II,2,2,23.393925706056937,73.92483344131074,-50.530907735253805,23.393925706056937,73.92483344131074,19211.0,46647.5,-27436.5,0.8999999999999999,0.1,1.0
15-1252.00||AR||54||Y||II,1,1,23.02843617695103,7.733573357335733,15.294862819615297,23.02843617695103,7.733573357335733,19188.444444444445,6444.0,12744.444444444445,0.95,0.1,0.5
15-1252.00||AZ||51||Y||III,2,2,-18.57525475550365,-14.503380895503648,-4.071873860000002,-18.57525475550365,-14.503380895503648,-24986.318181818184,-19509.077777777777,-5477.240404040407,0.95,0.07500000000000001,1.0
15-1252.00||AZ||54||Y||II,1,1,-18.46540982425814,-18.17541774704696,-0.2899920772111777,-18.46540982425814,-18.17541774704696,-20509.9,-20187.8,-322.1000000000022,0.85,0.1,0.5
15-1252.00||AZ||54||Y||IV,1,1,-29.476179347644642,-17.790112555647525,-11.686066791997117,-29.476179347644642,-17.790112555647525,-46552.90909090909,-28096.636363636364,-18456.272727272724,0.85,0.05,0.5
15-1252.00||CA||33||Y||I,1,1,56.161246582509825,-12.136468626275475,68.2977152087853,56.161246582509825,-12.136468626275475,76210.25,-18127.636363636364,94337.88636363637,0.95,0.1,0.5
15-1252.00||CA||33||Y||II,20,20,9.75552784962046,-8.921484081741657,18.677011931362117,8.497828972312437,-15.100725739268759,14935.477676767678,-14464.931111111111,29400.40878787879,0.9274999999999999,0.11749999999999998,10.0
15-1252.00||CA||33||Y||III,15,15,2.5814014264942213,-15.425495365476987,18.006896791971208,-2.231778825319053,-24.472031988166545,2920.4840404040397,-26996.17521885522,29916.65925925926,0.9366666666666663,0.10000000000000002,7.5
15-1252.00||CA||33||Y||IV,15,15,-6.774601541281816,-12.759347600224336,5.98474605894252,-5.4397609394558435,-21.419832048759062,-15977.454545454548,-37639.38181818182,21661.927272727273,0.9399999999999997,0.13333333333333333,7.5
15-1252.00||CA||42||Y||II,1,1,-11.290389297900846,9.640994774716232,-20.931384072617078,-11.290389297900846,9.640994774716232,-14639.90909090909,18100.1,-32740.009090909087,0.95,0.1,0.5
15-1252.00||CA||42||Y||III,2,2,-19.637080013089353,-21.465202436006276,1.8281224229169233,-19.637080013089353,-21.465202436006276,-44406.899999999994,-33776.90454545454,-10629.995454545453,0.8999999999999999,0.1,1.0
15-1252.00||CA||44||Y||II,1,1,45.8545210563843,-17.260674451787875,63.11519550817218,45.8545210563843,-17.260674451787875,59458.181818181816,-27899.636363636364,87357.81818181818,0.95,0.1,0.5
15-1252.00||CA||44||Y||IV,1,1,-20.483161046351498,-1.9041297231750243,-18.579031323176473,-20.483161046351498,-1.9041297231750243,-35562.454545454544,-4065.5454545454545,-31496.90909090909,0.95,0.1,0.5
15-1252.00||CA||45||Y||I,1,1,45.36757120294094,-29.724165634519466,75.0917368374604,45.36757120294094,-29.724165634519466,67763.27272727272,-44397.5,112160.77272727272,0.95,0.1,0.5
15-1252.00||CA||45||Y||II,1,1,24.66267005697953,-32.483338990708184,57.14600904768771,24.66267005697953,-32.483338990708184,39864.0,-60984.545454545456,100848.54545454546,0.95,0.1,0.5
15-1252.00||CA||45||Y||III,1,1,-4.2659349600686305,-3.1438424160091953,-1.1220925440594351,-4.2659349600686305,-3.1438424160091953,-9646.9,-4211.9,-5435.0,0.95,0.1,0.5
15-1252.00||CA||45||Y||IV,3,3,1.8094789051538118,-7.228901769323071,9.038380674476883,-12.824614198114281,-5.8822217349554276,-6781.754545454547,-19938.79696969697,13157.042424242423,0.9666666666666667,0.11666666666666665,1.5
15-1252.00||CA||51||Y||I,3,3,30.709602676502698,26.486002403422805,4.223600273079892,46.48910456230333,37.46404419585504,41265.32575757575,28411.510101010103,12853.81565656565,0.9499999999999998,0.11666666666666665,1.5
15-1252.00||CA||51||Y||II,20,20,7.006175012636551,-18.698970748062905,25.705145760699455,7.372826490653711,-19.654897309178196,11486.606464646464,-31798.203712121216,43284.81017676768,0.945,0.11000000000000001,10.0
15-1252.00||CA||51||Y||III,18,18,-2.3454410333591227,-4.9062942242794385,2.560853190920316,-6.155010737610742,-1.2993113706192716,-7090.5209595959595,-12244.887373737374,5154.366414141415,0.9444444444444444,0.11666666666666667,9.0
15-1252.00||CA||51||Y||IV,22,22,-5.56486409982109,-12.634198346862263,7.069334247041173,-4.478061766282283,-3.4795148835577505,-17319.21487603306,-30223.877777777783,12904.662901744723,0.9409090909090907,0.1272727272727273,11.0
15-1252.00||CA||52||Y||II,4,4,3.0510017677095775,-21.45386083188977,24.50486259959935,5.367501365292713,-20.569969634540247,4931.547727272728,-36668.340909090904,41599.888636363634,0.925,0.11249999999999999,2.0
15-1252.00||CA||52||Y||III,1,1,-7.4414335896262855,11.951069977715466,-19.392503567341752,-7.4414335896262855,11.951069977715466,-16827.909090909092,22417.1,-39245.009090909094,0.95,0.05,0.5
15-1252.00||CA||52||Y||IV,1,1,24.575199520401657,-40.93961931882049,65.51481883922214,24.575199520401657,-40.93961931882049,52471.0,-87411.0,139882.0,0.95,0.15,0.5
15-1252.00||CA||53||Y||II,1,1,-18.534970872199587,-24.424819474838966,5.889848602639379,-18.534970872199587,-24.424819474838966,-23093.090909090908,-39479.545454545456,16386.454545454548,0.85,0.1,0.5
15-1252.00||CA||53||Y||III,1,1,18.08198364378859,-24.455710147174795,42.53769379096339,18.08198364378859,-24.455710147174795,33917.1,-38425.545454545456,72342.64545454545,0.95,0.05,0.5
15-1252.00||CA||54||Y||I,4,4,31.557325164593603,-15.413581857306022,46.97090702189963,38.00306144496551,-19.47963471736268,45419.72386363636,-21488.659090909092,66908.38295454545,0.95,0.125,2.0
15-1252.00||CA||54||Y||II,21,21,8.273094647791062,-8.17275461961119,16.445849267402252,7.56651692781787,-5.772025106041499,15261.153391053387,-14603.414790764791,29864.568181818177,0.949047619047619,0.1261904761904762,10.5
15-1252.00||CA||54||Y||III,15,15,1.1478475035095315,0.03371721227694877,1.1141302912325828,-2.6173478945680015,7.953079366494871,1203.1278787878784,-1637.1678787878786,2840.2957575757573,0.9319999999999997,0.1166666666666667,7.5
15-1252.00||CA||54||Y||IV,17,17,1.7765909853586521,-11.433320684859279,13.209911670217931,1.4382414954748102,-10.584997294731199,446.3534759358281,-25031.785115864524,25478.13859180035,0.95,0.10882352941176471,8.5
15-1252.00||CA||56||Y||II,1,1,28.318448690022027,-24.08736298563504,52.40581167565706,28.318448690022027,-24.08736298563504,45773.09090909091,-38934.09090909091,84707.18181818182,0.95,0.15,0.5
15-1252.00||CO||51||Y||III,1,1,-15.038506401337887,-13.93798220835617,-1.1005241929817178,-15.038506401337887,-13.93798220835617,-21401.9,-19835.7,-1566.2000000000007,0.95,0.1,0.5
15-1252.00||CO||54||Y||II,1,1,-2.616862583350519,-24.478088779210438,21.86122619585992,-2.616862583350519,-24.478088779210438,-3045.4,-29504.909090909092,26459.50909090909,0.95,0.15,0.5
