ROW_ID,JOB_TITLE,SOC_CODE,SOC_TITLE,WORKSITE_CITY,WORKSITE_STATE,NAICS_CODE,FULL_TIME_POSITION,TOTAL_WORKER_POSITIONS,PW_WAGE_LEVEL,PREVAILING_WAGE,IS_AI,is_ai_binary,ai_confidence,JOB_CONTEXT_KEY,BLOCK_ID,n_models,mean_predicted_salary_usd,median_predicted_salary_usd,mean_overestimation_usd,median_overestimation_usd,mean_overestimation_pct_points,median_overestimation_pct_points,mean_prediction_to_actual_ratio,mean_log_prediction_minus_log_actual
41237,Senior Software Engineer,15-1252.00,Software Developers,San Francisco,CA,511210,Y,1,IV,213512,False,0,0.1,Senior Software Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||51||Y||IV,11,214310.0909090909,164911.0,798.0909090909091,-48601.0,0.37379206278377936,-22.762655026415377,1.0037379206278378,-0.21454065301826555
109784,"Vice President, Sr Lead Software Engineer",15-1252.00,Software Developers,Plano,TX,551112,Y,1,IV,149781,False,0,0.1,"Vice President, Sr Lead Software Engineer || 15-1252.00 || Software Developers",15-1252.00||TX||55||Y||IV,11,229901.72727272726,180000.0,80120.72727272728,30219.0,53.4919163797326,20.175456166002363,1.534919163797326,0.2149755903136714
11784,Senior Machine Learning Engineer,15-1252.00,Software Developers,Marina Del Rey,CA,51121,Y,1,IV,184558,True,1,0.95,Senior Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||51||Y||IV,11,214128.27272727274,160000.0,29570.272727272728,-24558.0,16.022211297951177,-13.306386068336241,1.1602221129795116,-0.06871043903674945
17550,Machine Learning Research,15-1252.00,Software Developers,San Francisco,CA,334111,Y,1,IV,213512,True,1,0.95,Machine Learning Research || 15-1252.00 || Software Developers,15-1252.00||CA||33||Y||IV,11,214310.0909090909,160000.0,798.0909090909091,-53512.0,0.37379206278377936,-25.062759938551462,1.0037379206278378,-0.21492703613541975
2056,DATA SCIENTIST,15-2041.00,Statisticians,PISCATAWAY,NJ,5419,Y,1,II,112965,True,1,0.85,DATA SCIENTIST || 15-2041.00 || Statisticians,15-2041.00||NJ||54||Y||II,11,97419.90909090909,95000.0,-15545.09090909091,-17965.0,-13.760979869066444,-15.90315584473067,0.8623902013093356,-0.1807311500436219
73281,Professional Services Consultant,15-2051.01,Business Intelligence Analysts,Los Angeles,CA,541512,Y,1,IV,158808,False,0,0.15,Professional Services Consultant || 15-2051.01 || Business Intelligence Analysts,15-2051.01||CA||54||Y||IV,12,111311.91666666667,115000.0,-47496.083333333336,-43808.0,-29.90786568266922,-27.585512064883382,0.7009213431733078,-0.37523614262049776
43926,"Ld Dir, Data Science",15-1252.00,Software Developers,New York,NY,524114,Y,1,IV,189592,True,1,0.85,"Ld Dir, Data Science || 15-1252.00 || Software Developers",15-1252.00||NY||52||Y||IV,11,151849.81818181818,160000.0,-37742.181818181816,-29592.0,-19.907053999209786,-15.608253512806447,0.8009294600079021,-0.26202884964264395
16974,Grid Systems Hardware Research Assistant,17-2074.00,"Electrical Engineers, R&D",Oak Ridge,TN,54171,Y,1,II,68078,False,0,0.05,"Grid Systems Hardware Research Assistant || 17-2074.00 || Electrical Engineers, R&D",17-2074.00||TN||54||Y||II,11,83974.63636363637,85000.0,15896.636363636364,16922.0,23.350621880249662,24.85678192661359,1.2335062188024966,0.19364316425629724
79379,"Vice President, Sr Lead Security Engineer",15-1252.00,Software Developers,Plano,TX,551112,Y,1,IV,156998,False,0,0.1,"Vice President, Sr Lead Security Engineer || 15-1252.00 || Software Developers",15-1252.00||TX||55||Y||IV,11,221719.9090909091,165000.0,64721.90909090909,8002.0,41.224671072822005,5.096880215034586,1.41224671072822,0.11544241356202954
29848,PRINCIPAL SOFTWARE DEVELOPMENT ENGINEER,15-1252.00,Software Developers,EAST PALO ALTO,CA,454110,Y,1,IV,213512,False,0,0.15,PRINCIPAL SOFTWARE DEVELOPMENT ENGINEER || 15-1252.00 || Software Developers,15-1252.00||CA||45||Y||IV,11,223777.0,162000.0,10265.0,-51512.0,4.807692307692306,-24.126044437783356,1.0480769230769231,-0.1618870968246927
10734,Senior Consultant,15-2051.01,Business Intelligence Analysts,New York,NY,541611,Y,1,II,109491,False,0,0.15,Senior Consultant || 15-2051.01 || Business Intelligence Analysts,15-2051.01||NY||54||Y||II,12,115260.83333333333,121500.0,5769.833333333333,12009.0,5.269687310676981,10.96802476915911,1.0526968731067698,0.029810962887804937
5018,Senior Software Engineer,15-1252.00,Software Developers,Foster City,CA,519290,Y,1,III,187574,False,0,0.1,Senior Software Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||51||Y||III,11,131237.36363636365,135000.0,-56336.63636363636,-52574.0,-30.034352502818283,-28.02840478957638,0.6996564749718172,-0.3968408518929744
86691,DATA SCIENCTIST,15-2051.00,Data Scientists,RALEIGH,NC,541511,Y,1,III,112466,True,1,0.85,DATA SCIENCTIST || 15-2051.00 || Data Scientists,15-2051.00||NC||54||Y||III,10,107654.9,115000.0,-4811.1,2534.0,-4.277826187469991,2.2531253890064553,0.9572217381253001,-0.05602396610224005
110563,Software Engineer,15-1252.00,Software Developers,Kirkland,WA,541512,Y,1,III,163862,False,0,0.15,Software Engineer || 15-1252.00 || Software Developers,15-1252.00||WA||54||Y||III,11,116237.36363636363,129000.0,-47624.63636363636,-34862.0,-29.063868598965204,-21.275219391927354,0.709361314010348,-0.394053924868371
40261,Senior Associate JC60 - Information Security Analysts,15-1212.00,Information Security Analysts,Foster City,CA,541512,Y,1,II,137342,False,0,0.05,Senior Associate JC60 - Information Security Analysts || 15-1212.00 || Information Security Analysts,15-1212.00||CA||54||Y||II,10,115442.2,127486.0,-21899.8,-9856.0,-15.945450044414674,-7.176246159222963,0.8405454995558532,-0.1979364606468625
98789,Senior Software Engineer,15-1252.00,Software Developers,Woodstock,GA,541519,Y,1,IV,152131,False,0,0.1,Senior Software Engineer || 15-1252.00 || Software Developers,15-1252.00||GA||54||Y||IV,10,118130.6,124555.5,-34000.4,-27575.5,-22.349422537155476,-18.12615443269288,0.7765057746284453,-0.2724616138624233
55495,Machine Learning Engineer,15-1252.00,Software Developers,Nashville,TN,54151,Y,1,II,103334,True,1,0.95,Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||TN||54||Y||II,12,104536.66666666667,112000.0,1202.6666666666667,8666.0,1.1638634589454264,8.386397507112857,1.0116386345894541,-0.0006961830196325162
98373,Software Engineer,15-1252.00,Software Developers,Manteca,CA,334111,Y,1,II,112216,False,0,0.15,Software Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||33||Y||II,11,100470.18181818182,107000.0,-11745.818181818182,-5216.0,-10.46715101395361,-4.64817851286804,0.8953284898604639,-0.14746535514723905
5880,AZURE AI SERVICE DEVELOPER,15-1252.00,Software Developers,DENTON,TX,541511,Y,1,I,90896,True,1,0.95,AZURE AI SERVICE DEVELOPER || 15-1252.00 || Software Developers,15-1252.00||TX||54||Y||I,12,105186.91666666667,112500.0,14290.916666666666,21604.0,15.722272340550374,23.767822566449567,1.1572227234055037,0.11447722261804143
46090,Senior Controls Engineer,17-2071.00,Electrical Engineers,Shelby Township,MI,3363,Y,1,II,95930,False,0,0.05,Senior Controls Engineer || 17-2071.00 || Electrical Engineers,17-2071.00||MI||33||Y||II,11,102348.90909090909,108000.0,6418.909090909091,12070.0,6.691242667475336,12.582091108099656,1.0669124266747534,0.05308590569574631
1597,Senior Security Engineer,15-1252.00,Software Developers,San Jose,CA,5192,Y,1,IV,264514,False,0,0.1,Senior Security Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||51||Y||IV,11,139795.54545454544,155000.0,-124718.45454545454,-109514.0,-47.150039145547886,-41.401967381688685,0.528499608544521,-0.6697624336782934
28211,Sr Cryptography Researcher,15-1221.00,Computer and Information Research Scientists,Chicago,IL,513210,Y,1,II,90064,False,0,0.15,Sr Cryptography Researcher || 15-1221.00 || Computer and Information Research Scientists,15-1221.00||IL||51||Y||II,10,122661.7,135000.0,32597.7,44936.0,36.19392876176941,49.89340913128442,1.3619392876176941,0.28694307935548746
101861,Electrical Engineer/ Algorithm Engineer,17-2072.00,"Electronics Engineers, Except Computer",San Diego,CA,334111,Y,1,III,152506,False,0,0.15,"Electrical Engineer/ Algorithm Engineer || 17-2072.00 || Electronics Engineers, Except Computer",17-2072.00||CA||33||Y||III,11,107522.63636363637,115000.0,-44983.36363636364,-37506.0,-29.49612712704001,-24.593130762068377,0.7050387287295998,-0.370696643348352
70302,Sr. Product Manager,15-2051.00,Data Scientists,Foster City,CA,522320,Y,1,III,164403,False,0,0.1,Sr. Product Manager || 15-2051.00 || Data Scientists,15-2051.00||CA||52||Y||III,9,142623.44444444444,150000.0,-21779.555555555555,-14403.0,-13.247663093468825,-8.76078903669641,0.8675233690653117,-0.1629756868665222
113723,"Sr. Manager, Advanced Motor Technology",11-9041.00,Architectural and Engineering Managers,Newark,CA,336110,Y,1,III,220106,False,0,0.05,"Sr. Manager, Advanced Motor Technology || 11-9041.00 || Architectural and Engineering Managers",11-9041.00||CA||33||Y||III,11,138713.45454545456,150000.0,-81392.54545454546,-70106.0,-36.97879451470903,-31.851017237149374,0.6302120548529098,-0.49829147082392633
104274,Engineer (Autonomy “ Perception),15-1252.00,Software Developers,Las Vegas,NV,5415,Y,1,II,110802,True,1,0.95,Engineer (Autonomy “ Perception) || 15-1252.00 || Software Developers,15-1252.00||NV||54||Y||II,11,100171.0,95000.0,-10631.0,-15802.0,-9.594592155376258,-14.261475424631325,0.9040540784462373,-0.11820927230060169
54638,Senior Engineering Manager,11-3021.00,Computer and Information Systems Managers,Chicago,IL,524292,Y,1,IV,202779,False,0,0.1,Senior Engineering Manager || 11-3021.00 || Computer and Information Systems Managers,11-3021.00||IL||52||Y||IV,11,147564.63636363635,160000.0,-55214.36363636364,-42779.0,-27.228837126311717,-21.096365994506336,0.7277116287368828,-0.3568819579338218
61866,Senior Machine Learning Engineer,15-1252.00,Software Developers,Santa Clara,CA,334220,Y,1,II,187741,True,1,0.95,Senior Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||33||Y||II,11,206046.45454545456,145000.0,18305.454545454544,-42741.0,9.75037660684376,-22.765938180791622,1.0975037660684377,-0.14301438200085023
31199,GenAI Full Stack Engineer,15-1252.00,Software Developers,Irving,TX,518210,Y,1,III,134971,True,1,0.95,GenAI Full Stack Engineer || 15-1252.00 || Software Developers,15-1252.00||TX||51||Y||III,10,118734.3,127300.0,-16236.7,-7671.0,-12.029769357862058,-5.683443110001408,0.8797023064213795,-0.1420286465052177
88328,Digital Learning and AI Specialist,25-9031.00,Instructional Coordinators,Washington,DC,611310,Y,1,I,66310,True,1,0.85,Digital Learning and AI Specialist || 25-9031.00 || Instructional Coordinators,25-9031.00||DC||61||Y||I,10,93842.1,103110.5,27532.1,36800.5,41.520283516814956,55.497662494344745,1.4152028351681496,0.31169962712869914
106921,Group Digitalization Manager - IoT & AI Smart Manufacturing,11-3021.00,Computer and Information Systems Managers,Novi,MI,3363,Y,1,II,137883,True,1,0.85,Group Digitalization Manager - IoT & AI Smart Manufacturing || 11-3021.00 || Computer and Information Systems Managers,11-3021.00||MI||33||Y||II,9,122428.22222222222,128111.0,-15454.777777777777,-9772.0,-11.208617289860083,-7.087168106293016,0.8879138271013992,-0.13237760055579764
17352,Software Engineer,15-1252.00,Software Developers,Sunnyvale,CA,541512,Y,1,IV,264514,False,0,0.15,Software Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||54||Y||IV,11,132101.0,140000.0,-132413.0,-124514.0,-50.05897608444165,-47.07274473184784,0.49941023915558347,-0.7406932773947079
96621,Software Engineer,15-1252.00,Software Developers,Menlo Park,CA,511210,Y,1,III,187574,False,0,0.15,Software Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||51||Y||III,11,198128.27272727274,135000.0,10554.272727272728,-52574.0,5.626724773834715,-28.02840478957638,1.0562672477383472,-0.20130027580412796
16301,Founding Chief of Staff-AI Systems,11-3021.00,Computer and Information Systems Managers,San Carlos,CA,541715,Y,1,I,164133,True,1,0.85,Founding Chief of Staff-AI Systems || 11-3021.00 || Computer and Information Systems Managers,11-3021.00||CA||54||Y||I,11,244167.9090909091,180000.0,80034.90909090909,15867.0,48.76222885763929,9.667160168887426,1.4876222885763928,0.18730027704376198
66357,SYSTEMS ENGINEER,15-1299.08,Computer Systems Engineers/Architects,LONG BEACH,CA,541511,Y,1,II,86403,False,0,0.15,SYSTEMS ENGINEER || 15-1299.08 || Computer Systems Engineers/Architects,15-1299.08||CA||54||Y||II,11,107583.81818181818,115000.0,21180.81818181818,28597.0,24.513984678562295,33.09723042024004,1.245139846785623,0.20429793112387384
100421,Machine Learning Engineer,15-1252.00,Software Developers,Westlake,TX,541511,Y,1,II,112923,True,1,0.95,Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||TX||54||Y||II,11,110283.09090909091,115000.0,-2639.909090909091,2077.0,-2.337795746578723,1.8393064300452522,0.9766220425342129,-0.038188710759145164
103904,Senior Data & AI Engineer,15-1252.00,Software Developers,South Elgin,IL,51321,Y,1,IV,153317,True,1,0.95,Senior Data & AI Engineer || 15-1252.00 || Software Developers,15-1252.00||IL||51||Y||IV,9,128638.11111111111,135000.0,-24678.88888888889,-18317.0,-16.096642178550905,-11.947142195581703,0.839033578214491,-0.18733814846821004
25421,"Software Engineer, Applied AI",15-1252.00,Software Developers,Palo Alto,CA,541613,Y,1,II,187741,True,1,0.95,"Software Engineer, Applied AI || 15-1252.00 || Software Developers",15-1252.00||CA||54||Y||II,11,201946.45454545456,145000.0,14205.454545454546,-42741.0,7.56651692781787,-22.765938180791622,1.0756651692781787,-0.17197100174073815
84810,"Product Analyst, Hardware",15-2051.00,Data Scientists,Mint Hill,NC,513210,Y,1,III,129854,False,0,0.15,"Product Analyst, Hardware || 15-2051.00 || Data Scientists",15-2051.00||NC||51||Y||III,10,94392.1,92500.0,-35461.9,-37354.0,-27.309054784604246,-28.766152756172318,0.7269094521539575,-0.3288840926954249
24507,Senior Software Engineer,15-1251.00,Computer Programmers,Charlotte,NC,541511,Y,1,III,92830,False,0,0.1,Senior Software Engineer || 15-1251.00 || Computer Programmers,15-1251.00||NC||54||Y||III,11,115886.27272727272,120000.0,23056.272727272728,27170.0,24.837092240948753,29.268555423893137,1.2483709224094874,0.21314197363645349
38138,Platform Engineer,15-1252.00,Software Developers,Glen Allen,VA,541511,Y,1,I,83637,False,0,0.15,Platform Engineer || 15-1252.00 || Software Developers,15-1252.00||VA||54||Y||I,11,99923.81818181818,110000.0,16286.818181818182,26363.0,19.473221399402398,31.520738429164126,1.194732213994024,0.1498411625463704
44601,Principal Engineer,15-1252.00,Software Developers,San Mateo,CA,541511,Y,1,IV,213512,False,0,0.1,Principal Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||54||Y||IV,11,226549.72727272726,173000.0,13037.727272727272,-40512.0,6.106320615575362,-18.97410918355877,1.0610632061557537,-0.15811510939848183
72768,Industry & Function AI Decision Science Consultant,13-1111.00,Management Analysts,New York,NY,5416,Y,1,II,101816,True,1,0.85,Industry & Function AI Decision Science Consultant || 13-1111.00 || Management Analysts,13-1111.00||NY||54||Y||II,11,111010.63636363637,118000.0,9194.636363636364,16184.0,9.030639942284479,15.895340614441738,1.0903063994228448,0.06284627439536518
95562,Senior Software Engineer II - GenAi (Backend),15-1252.00,Software Developers,Everett,WA,513210,Y,1,IV,212202,True,1,0.95,Senior Software Engineer II - GenAi (Backend) || 15-1252.00 || Software Developers,15-1252.00||WA||51||Y||IV,11,134964.63636363635,145000.0,-77237.36363636363,-67202.0,-36.398037547414084,-31.668881537403042,0.6360196245258591,-0.4991420270049449
62788,"Software Engineer, Machine Learning - Localization & Mapping",15-1252.00,Software Developers,Mountain View,CA,541512,Y,1,I,149365,True,1,0.95,"Software Engineer, Machine Learning - Localization & Mapping || 15-1252.00 || Software Developers",15-1252.00||CA||54||Y||I,11,208401.0,150000.0,59036.0,635.0,39.52465437016704,0.4251330633013089,1.3952465437016703,0.09638423322363093
41372,Staff GPU Engineer,17-2072.00,"Electronics Engineers, Except Computer",Santa Clara,CA,334220,Y,1,III,186472,True,1,0.85,"Staff GPU Engineer || 17-2072.00 || Electronics Engineers, Except Computer",17-2072.00||CA||33||Y||III,11,199897.9090909091,145000.0,13425.90909090909,-41472.0,7.199959828236462,-22.240336350765798,1.0719995982823647,-0.18944675577406658
61253,Research Engineer- Multi-modal AI Systems,15-1252.00,Software Developers,Pittsburgh,PA,3363,Y,1,III,119475,True,1,0.95,Research Engineer- Multi-modal AI Systems || 15-1252.00 || Software Developers,15-1252.00||PA||33||Y||III,11,109639.09090909091,115000.0,-9835.90909090909,-4475.0,-8.232608571591623,-3.7455534630675875,0.9176739142840837,-0.10169016269344637
56512,Technical Project Manager,15-2051.00,Data Scientists,Cambridge,MA,611310,Y,1,I,74318,False,0,0.1,Technical Project Manager || 15-2051.00 || Data Scientists,15-2051.00||MA||61||Y||I,11,114195.27272727272,123000.0,39877.27272727273,48682.0,53.65762362721377,65.50499206114266,1.5365762362721376,0.39249759983529037
3834,"Director, Software Engineering",11-3021.00,Computer and Information Systems Managers,Duluth,GA,423430,Y,1,IV,213075,False,0,0.1,"Director, Software Engineering || 11-3021.00 || Computer and Information Systems Managers",11-3021.00||GA||42||Y||IV,9,149860.33333333334,150000.0,-63214.666666666664,-63075.0,-29.667800852594937,-29.602252727912706,0.7033219914740506,-0.36986914043290575
50315,Software Development Engineering,15-1252.00,Software Developers,Seattle,WA,334111,Y,1,IV,212202,False,0,0.15,Software Development Engineering || 15-1252.00 || Software Developers,15-1252.00||WA||33||Y||IV,11,128419.18181818182,131411.0,-83782.81818181818,-80791.0,-39.48257706422097,-38.07268546008049,0.6051742293577903,-0.5227382416080222
87899,DATA SCIENTIST,15-2051.00,Data Scientists,PHILADELPHIA,PA,5419,Y,1,II,96013,True,1,0.85,DATA SCIENTIST || 15-2051.00 || Data Scientists,15-2051.00||PA||54||Y||II,11,99967.09090909091,95000.0,3954.090909090909,-1013.0,4.118287012270118,-1.0550654598856404,1.041182870122701,0.020175965933833338
57269,Data Analyst,15-1252.00,Software Developers,Mckinney,TX,54161,Y,1,II,112923,False,0,0.15,Data Analyst || 15-1252.00 || Software Developers,15-1252.00||TX||54||Y||II,12,85793.41666666667,85350.0,-27129.583333333332,-27573.0,-24.024851742632887,-24.41752344517946,0.7597514825736712,-0.29772188170149566
15581,Chief Technology Officer,15-1221.00,Computer and Information Research Scientists,Brooklyn,NY,5419,Y,1,II,147867,False,0,0.3,Chief Technology Officer || 15-1221.00 || Computer and Information Research Scientists,15-1221.00||NY||54||Y||II,12,241500.0,182500.0,93633.0,34633.0,63.32244517032198,23.421723575916197,1.63322445170322,0.31307397746504667
37859,C .NET Lead Architect,15-1252.00,Software Developers,Milford,MA,33392,Y,1,III,137696,False,0,0.05,C .NET Lead Architect || 15-1252.00 || Software Developers,15-1252.00||MA||33||Y||III,10,127974.9,133024.5,-9721.1,-4671.5,-7.059827445967929,-3.392618521961422,0.9294017255403206,-0.08951737737414334
24922,AI Engineering Director,11-3021.00,Computer and Information Systems Managers,Austin,TX,541511,Y,1,III,186950,True,1,0.95,AI Engineering Director || 11-3021.00 || Computer and Information Systems Managers,11-3021.00||TX||54||Y||III,10,255991.1,191500.0,69041.1,4550.0,36.93024872960685,2.433805830435946,1.3693024872960684,0.1401503192726974
93541,Senior Data Scientist I,15-2051.00,Data Scientists,Charlotte,NC,54161,Y,1,II,105747,True,1,0.85,Senior Data Scientist I || 15-2051.00 || Data Scientists,15-2051.00||NC||54||Y||II,10,115491.9,116609.5,9744.9,10862.5,9.215296887854974,10.2721590210597,1.0921529688785498,0.07814454119306262
10334,Senior Machine Learning Engineer,17-2031.00,Bioengineers and Biomedical Engineers,San Francisco,CA,54171,Y,1,III,138778,True,1,0.95,Senior Machine Learning Engineer || 17-2031.00 || Bioengineers and Biomedical Engineers,17-2031.00||CA||54||Y||III,11,206128.27272727274,150000.0,67350.27272727272,11222.0,48.53094346890194,8.086296098805287,1.4853094346890194,0.1593189147340701
68136,"Software Engineer, SRE - Platform Services USDS",15-1252.00,Software Developers,San Jose,CA,519130,Y,1,II,187741,False,0,0.05,"Software Engineer, SRE - Platform Services USDS || 15-1252.00 || Software Developers",15-1252.00||CA||51||Y||II,11,123828.27272727272,129000.0,-63912.72727272727,-58741.0,-34.04303123597258,-31.288317416014618,0.6595696876402742,-0.45494571939142503
84004,Senior Lead Machine Learning Engineer,15-1252.00,Software Developers,Plano,TX,522210,Y,1,IV,156998,True,1,0.98,Senior Lead Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||TX||52||Y||IV,10,219800.0,155000.0,62802.0,-1998.0,40.00178346220971,-1.2726276767856917,1.4000178346220973,0.09579404102276748
46976,ARTIFICIAL INTELLIGENCE ENGINEER,15-1252.00,Software Developers,ATLANTA,GA,54151,Y,1,II,109283,True,1,0.95,ARTIFICIAL INTELLIGENCE ENGINEER || 15-1252.00 || Software Developers,15-1252.00||GA||54||Y||II,11,111482.72727272728,115000.0,2199.7272727272725,5717.0,2.012872333965276,5.231371759560042,1.0201287233396528,0.001792750396746938
103630,Senior Machine Learning Engineer,15-1252.00,Software Developers,San Francisco,CA,531390,Y,1,III,187574,True,1,0.95,Senior Machine Learning Engineer || 15-1252.00 || Software Developers,15-1252.00||CA||53||Y||III,10,221491.1,157500.0,33917.1,-30074.0,18.08198364378859,-16.033138921172444,1.180819836437886,-0.054270196650120714
93684,Sr. Machine Learning Engineer,15-2051.00,Data Scientists,Seattle,WA,519290,Y,1,III,163322,True,1,0.95,Sr. Machine Learning Engineer || 15-2051.00 || Data Scientists,15-2051.00||WA||51||Y||III,11,132828.27272727274,145000.0,-30493.727272727272,-18322.0,-18.670924476021156,-11.21832943510366,0.8132907552397884,-0.23251182724027347
65734,SENIOR PRODUCT SERVICES & MANAGEMENT ANALYST,15-2051.00,Data Scientists,NEW HYDE PARK,NY,62211,Y,1,II,109491,False,0,0.15,SENIOR PRODUCT SERVICES & MANAGEMENT ANALYST || 15-2051.00 || Data Scientists,15-2051.00||NY||62||Y||II,12,108645.0,115000.0,-846.0,5509.0,-0.7726662465408113,5.031463773278169,0.9922733375345919,-0.04536905315085941
76429,Research Engineer,15-2031.00,Operations Research Analysts,Bellevue,WA,519290,Y,1,IV,130749,False,0,0.15,Research Engineer || 15-2031.00 || Operations Research Analysts,15-2031.00||WA||51||Y||IV,10,126274.3,127500.0,-4474.7,-3249.0,-3.422358870813543,-2.484913842553289,0.9657764112918645,-0.046528980419431855
62015,Member of Technical Staff (Research & AI Systems),15-1252.00,Software Developers,San Francisco,CA,5417,Y,1,IV,213512,True,1,0.95,Member of Technical Staff (Research & AI Systems) || 15-1252.00 || Software Developers,15-1252.00||CA||54||Y||IV,11,215673.72727272726,160000.0,2161.7272727272725,-53512.0,1.0124617223983976,-25.062759938551462,1.010124617223984,-0.2104915666654712
93385,Technical Architect,15-1299.00,"Computer Occupations, All Other",Boston,MA,541511,Y,1,II,90501,False,0,0.15,"Technical Architect || 15-1299.00 || Computer Occupations, All Other",15-1299.00||MA||54||Y||II,10,127119.5,133247.5,36618.5,42746.5,40.46198384548237,47.23317974387024,1.4046198384548236,0.3235515799171738
27722,Sr. Software Engineer (AI/ML) (Programmer Analyst),15-1251.00,Computer Programmers,Cary,NC,5415,Y,1,III,86570,True,1,0.95,Sr. Software Engineer (AI/ML) (Programmer Analyst) || 15-1251.00 || Computer Programmers,15-1251.00||NC||54||Y||III,10,118619.5,122500.0,32049.5,35930.0,37.02148550306111,41.50398521427746,1.370214855030611,0.30363230259699137
